#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Sound Card
#Serial Number: 
#Date Time: 2021-03-02 17:08:58.776
#Sample rate: 96000Hz
#Samples: 16384
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 200 mV/div Offset: 0 V Attenuation: 1 X
#Channel 2: Range: 200 mV/div Offset: 0 V Attenuation: 1 X
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Pulse
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 1 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V)
-0.08425060483870968,-0.06787109375,-0.06787109375
-0.08424018817204301,-0.07952880859375,-0.079559326171875
-0.08422977150537635,-0.09060668945311492,-0.09063720703123992
-0.08421935483870968,-0.1009826660156156,-0.1009826660156156
-0.084208938172043,-0.1105346679687581,-0.1105346679687581
-0.08419852150537634,-0.1194458007812576,-0.1194763183593826
-0.08418810483870967,-0.127838134765625,-0.1278076171875
-0.08417768817204301,-0.135589599609375,-0.1356201171875
-0.08416727150537634,-0.14276123046875,-0.142791748046875
-0.08415685483870967,-0.14947509765625,-0.149444580078125
-0.08414643817204301,-0.155792236328125,-0.15576171875
-0.08413602150537634,-0.16162109375,-0.16162109375
-0.08412560483870968,-0.166961669921875,-0.166961669921875
-0.08411518817204301,-0.171905517578125,-0.171905517578125
-0.08410477150537635,-0.1765747070312458,-0.1765747070312458
-0.08409435483870968,-0.180969238281246,-0.180969238281246
-0.084083938172043,-0.1848754882812532,-0.1848754882812532
